編號,年份,月,日,星期,號碼1,號碼2,號碼3,號碼4,號碼5
201400239,2014,10,06,1,20 , 21 , 25 , 27 , 36,
201400240,2014,10,07,2,04 , 05 , 19 , 20 , 22,
201400241,2014,10,08,3,02 , 05 , 06 , 17 , 32,
201400242,2014,10,09,4,09 , 13 , 18 , 23 , 32,
201400243,2014,10,10,5,11 , 19 , 31 , 35 , 36,
201400244,2014,10,11,6,05 , 06 , 09 , 10 , 22,
201400245,2014,10,13,1,04 , 14 , 21 , 27 , 35,
201400246,2014,10,14,2,05 , 14 , 21 , 33 , 35,
201400247,2014,10,15,3,06 , 09 , 18 , 29 , 30,
201400248,2014,10,16,4,01 , 12 , 26 , 29 , 32,
201400249,2014,10,17,5,18 , 19 , 24 , 35 , 37,
201400250,2014,10,18,6,09 , 14 , 23 , 31 , 36,
201400251,2014,10,20,1,04 , 09 , 23 , 32 , 33,
201400252,2014,10,21,2,02 , 06 , 19 , 22 , 33,
201400253,2014,10,22,3,15 , 19 , 28 , 29 , 39,
201400254,2014,10,23,4,03 , 05 , 14 , 18 , 19,
201400255,2014,10,24,5,07 , 12 , 25 , 33 , 37,
201400256,2014,10,25,6,05 , 10 , 27 , 31 , 39,
201400257,2014,10,27,1,02 , 03 , 05 , 23 , 37,
201400258,2014,10,28,2,05 , 10 , 27 , 29 , 30,
201400259,2014,10,29,3,07 , 15 , 18 , 20 , 34,
201400260,2014,10,30,4,08 , 09 , 14 , 31 , 34,
201400261,2014,10,31,5,06 , 11 , 18 , 27 , 38,
201400262,2014,11,01,6,11 , 17 , 34 , 36 , 37,
201400263,2014,11,03,1,05 , 12 , 28 , 29 , 34,
201400264,2014,11,04,2,09 , 11 , 16 , 36 , 37,
201400265,2014,11,05,3,03 , 08 , 29 , 34 , 38,
201400266,2014,11,06,4,05 , 13 , 26 , 27 , 28,
201400267,2014,11,07,5,13 , 17 , 27 , 34 , 36,
201400268,2014,11,08,6,16 , 20 , 24 , 26 , 38,
201400269,2014,11,10,1,11 , 19 , 25 , 37 , 39,
201400270,2014,11,11,2,08 , 13 , 20 , 30 , 34,
201400271,2014,11,12,3,05 , 06 , 09 , 12 , 20,
201400272,2014,11,13,4,08 , 21 , 27 , 30 , 37,
201400273,2014,11,14,5,01 , 04 , 19 , 22 , 33,
201400274,2014,11,15,6,16 , 21 , 25 , 27 , 37,
201400275,2014,11,17,1,08 , 16 , 18 , 19 , 31,
201400276,2014,11,18,2,14 , 19 , 23 , 25 , 26,
201400277,2014,11,19,3,23 , 27 , 29 , 32 , 36,
201400278,2014,11,20,4,07 , 11 , 25 , 30 , 38,
201400279,2014,11,21,5,02 , 24 , 36 , 37 , 38,
201400280,2014,11,22,6,05 , 09 , 10 , 22 , 25,
201400281,2014,11,24,1,10 , 18 , 25 , 26 , 39,
201400282,2014,11,25,2,03 , 08 , 14 , 32 , 37,
201400283,2014,11,26,3,04 , 05 , 07 , 15 , 36,
201400284,2014,11,27,4,02 , 14 , 19 , 20 , 35,
201400285,2014,11,28,5,23 , 26 , 30 , 34 , 39,
201400286,2014,11,29,6,02 , 16 , 18 , 23 , 30,
201400287,2014,12,01,1,10 , 12 , 20 , 27 , 37,
201400288,2014,12,02,2,17 , 19 , 22 , 24 , 37,
201400289,2014,12,03,3,09 , 20 , 21 , 23 , 35,
201400290,2014,12,04,4,11 , 16 , 18 , 19 , 28,
201400291,2014,12,05,5,14 , 16 , 20 , 25 , 36,
201400292,2014,12,06,6,01 , 14 , 18 , 32 , 37,
201400293,2014,12,08,1,02 , 08 , 24 , 27 , 35,
201400294,2014,12,09,2,04 , 09 , 13 , 21 , 32,
201400295,2014,12,10,3,03 , 11 , 30 , 33 , 39,
201400296,2014,12,11,4,11 , 13 , 32 , 33 , 37,
201400297,2014,12,12,5,03 , 17 , 24 , 36 , 38,
201400298,2014,12,13,6,17 , 22 , 25 , 35 , 37,
201400299,2014,12,15,1,17 , 20 , 23 , 26 , 35,
201400300,2014,12,16,2,04 , 21 , 22 , 24 , 34,
201400301,2014,12,17,3,02 , 04 , 25 , 26 , 36,
201400302,2014,12,18,4,04 , 05 , 16 , 23 , 32,
201400303,2014,12,19,5,10 , 15 , 17 , 22 , 27,
201400304,2014,12,20,6,04 , 15 , 17 , 21 , 22,
201400305,2014,12,22,1,06 , 08 , 17 , 27 , 29,
201400306,2014,12,23,2,11 , 18 , 21 , 30 , 38,
201400307,2014,12,24,3,08 , 19 , 24 , 33 , 36,
201400308,2014,12,25,4,16 , 21 , 26 , 28 , 29,
201400309,2014,12,26,5,07 , 27 , 31 , 33 , 34,
201400310,2014,12,27,6,11 , 16 , 28 , 32 , 34,
201400311,2014,12,29,1,07 , 19 , 20 , 26 , 39,
201400312,2014,12,30,2,04 , 05 , 21 , 24 , 26,
201400313,2014,12,31,3,05 , 19 , 26 , 30 , 33,
201500001,2015,01,01,4,10 , 11 , 21 , 26 , 32,
201500002,2015,01,02,5,07 , 09 , 18 , 28 , 30,
201500003,2015,01,03,6,09 , 14 , 28 , 31 , 32,
201500004,2015,01,05,1,09 , 10 , 16 , 24 , 28,
201500005,2015,01,06,2,16 , 19 , 20 , 26 , 36,
201500006,2015,01,07,3,12 , 13 , 14 , 36 , 37,
201500007,2015,01,08,4,12 , 15 , 21 , 26 , 29,
201500008,2015,01,09,5,01 , 08 , 09 , 11 , 17,
201500009,2015,01,10,6,04 , 12 , 26 , 31 , 37,
201500010,2015,01,12,1,07 , 15 , 24 , 34 , 37,
201500011,2015,01,13,2,12 , 13 , 26 , 33 , 39,
201500012,2015,01,14,3,05 , 12 , 19 , 30 , 35,
201500013,2015,01,15,4,09 , 11 , 12 , 17 , 34,
201500014,2015,01,16,5,05 , 09 , 16 , 28 , 33,
201500015,2015,01,17,6,04 , 13 , 23 , 32 , 39,
201500016,2015,01,19,1,10 , 12 , 29 , 37 , 38,
201500017,2015,01,20,2,02 , 14 , 17 , 28 , 32,
201500018,2015,01,21,3,02 , 16 , 18 , 32 , 35,
201500019,2015,01,22,4,01 , 11 , 15 , 24 , 32,
201500020,2015,01,23,5,06 , 07 , 08 , 10 , 16,
201500021,2015,01,24,6,05 , 07 , 12 , 13 , 15,
201500022,2015,01,26,1,01 , 02 , 09 , 10 , 21,
201500023,2015,01,27,2,09 , 16 , 17 , 21 , 28,
201500024,2015,01,28,3,01 , 05 , 17 , 27 , 30,
201500025,2015,01,29,4,02 , 06 , 09 , 10 , 26,
201500026,2015,01,30,5,05 , 13 , 28 , 29 , 36,
201500027,2015,01,31,6,04 , 06 , 16 , 35 , 37,
201500028,2015,02,02,1,13 , 17 , 23 , 29 , 39,
201500029,2015,02,03,2,09 , 17 , 22 , 23 , 29,
201500030,2015,02,04,3,01 , 13 , 28 , 35 , 36,
201500031,2015,02,05,4,07 , 10 , 20 , 23 , 36,
201500032,2015,02,06,5,02 , 14 , 25 , 30 , 31,
201500033,2015,02,07,6,04 , 06 , 16 , 21 , 31,
201500034,2015,02,09,1,12 , 25 , 26 , 28 , 39,
201500035,2015,02,10,2,07 , 15 , 17 , 22 , 25,
201500036,2015,02,11,3,05 , 06 , 15 , 23 , 29,
201500037,2015,02,12,4,02 , 07 , 20 , 25 , 32,
201500038,2015,02,13,5,01 , 04 , 16 , 23 , 33,
201500039,2015,02,14,6,04 , 05 , 08 , 20 , 33,
201500040,2015,02,16,1,02 , 14 , 20 , 27 , 31,
201500041,2015,02,17,2,01 , 04 , 17 , 22 , 29,
201500042,2015,02,18,3,07 , 12 , 17 , 25 , 30,
201500043,2015,02,19,4,03 , 12 , 21 , 26 , 30,
201500044,2015,02,20,5,09 , 10 , 15 , 19 , 24,
201500045,2015,02,21,6,02 , 15 , 18 , 26 , 31,
201500046,2015,02,23,1,04 , 23 , 24 , 25 , 38,
201500047,2015,02,24,2,11 , 12 , 14 , 23 , 27,
201500048,2015,02,25,3,05 , 11 , 25 , 26 , 38,
201500049,2015,02,26,4,08 , 18 , 29 , 36 , 39,
201500050,2015,02,27,5,01 , 12 , 16 , 30 , 33,
201500051,2015,02,28,6,08 , 09 , 11 , 23 , 28,
201500052,2015,03,02,1,10 , 15 , 19 , 23 , 27,
201500053,2015,03,03,2,23 , 32 , 33 , 35 , 36,
201500054,2015,03,04,3,03 , 11 , 20 , 29 , 35,
201500055,2015,03,05,4,09 , 20 , 26 , 31 , 38,
201500056,2015,03,06,5,01 , 02 , 10 , 11 , 26,
201500057,2015,03,07,6,03 , 16 , 17 , 31 , 33,
201500058,2015,03,09,1,12 , 16 , 20 , 28 , 38,
201500059,2015,03,10,2,17 , 26 , 34 , 36 , 37,
201500060,2015,03,11,3,10 , 15 , 29 , 33 , 37,
201500061,2015,03,12,4,03 , 13 , 18 , 21 , 31,
201500062,2015,03,13,5,29 , 30 , 31 , 32 , 33,
201500063,2015,03,14,6,06 , 11 , 15 , 38 , 39,
201500064,2015,03,16,1,03 , 15 , 18 , 19 , 35,
201500065,2015,03,17,2,03 , 16 , 34 , 37 , 38,
201500066,2015,03,18,3,06 , 21 , 26 , 27 , 32,
201500067,2015,03,19,4,13 , 31 , 34 , 35 , 36,
201500068,2015,03,20,5,06 , 10 , 17 , 22 , 27,
201500069,2015,03,21,6,01 , 05 , 08 , 10 , 28,
201500070,2015,03,23,1,03 , 07 , 13 , 16 , 30,
201500071,2015,03,24,2,01 , 03 , 19 , 26 , 35,
201500072,2015,03,25,3,05 , 07 , 19 , 32 , 36,
201500073,2015,03,26,4,05 , 11 , 16 , 23 , 25,
201500074,2015,03,27,5,05 , 09 , 12 , 27 , 29,
201500075,2015,03,28,6,06 , 11 , 18 , 21 , 33,
201500076,2015,03,30,1,03 , 12 , 22 , 26 , 34,
201500077,2015,03,31,2,12 , 20 , 23 , 30 , 33,
201500078,2015,04,01,3,01 , 02 , 05 , 07 , 36,
201500079,2015,04,02,4,01 , 18 , 24 , 28 , 35,
201500080,2015,04,03,5,11 , 12 , 13 , 33 , 38,
201500081,2015,04,04,6,02 , 09 , 12 , 18 , 35,
201500082,2015,04,06,1,10 , 12 , 18 , 21 , 27,
201500083,2015,04,07,2,12 , 23 , 25 , 26 , 30,
201500084,2015,04,08,3,05 , 11 , 13 , 22 , 37,
201500085,2015,04,09,4,15 , 20 , 22 , 30 , 37,
201500086,2015,04,10,5,03 , 09 , 14 , 18 , 30,
201500087,2015,04,11,6,08 , 17 , 25 , 33 , 37,
201500088,2015,04,13,1,01 , 03 , 10 , 12 , 34,
201500089,2015,04,14,2,02 , 09 , 13 , 34 , 36,
201500090,2015,04,15,3,06 , 17 , 32 , 33 , 38,
201500091,2015,04,16,4,06 , 07 , 12 , 14 , 24,
201500092,2015,04,17,5,04 , 12 , 24 , 36 , 39,
201500093,2015,04,18,6,07 , 18 , 21 , 30 , 32,
201500094,2015,04,20,1,01 , 05 , 07 , 14 , 17,
201500095,2015,04,21,2,01 , 05 , 07 , 13 , 39,
201500096,2015,04,22,3,12 , 16 , 21 , 34 , 35,
201500097,2015,04,23,4,05 , 09 , 22 , 31 , 35,
201500098,2015,04,24,5,02 , 17 , 19 , 29 , 33,
201500099,2015,04,25,6,27 , 29 , 31 , 37 , 38,
201500100,2015,04,27,1,12 , 13 , 17 , 22 , 32,
201500101,2015,04,28,2,02 , 12 , 13 , 16 , 39,
201500102,2015,04,29,3,01 , 07 , 24 , 29 , 38,
201500103,2015,04,30,4,01 , 05 , 06 , 15 , 28,
201500104,2015,05,01,5,04 , 05 , 11 , 13 , 18,
201500105,2015,05,02,6,18 , 21 , 23 , 35 , 37,
201500106,2015,05,04,1,06 , 11 , 21 , 25 , 28,
201500107,2015,05,05,2,12 , 17 , 28 , 30 , 33,
201500108,2015,05,06,3,03 , 15 , 17 , 23 , 27,
201500109,2015,05,07,4,13 , 17 , 21 , 23 , 31,
201500110,2015,05,08,5,01 , 14 , 16 , 33 , 35,
201500111,2015,05,09,6,03 , 10 , 24 , 26 , 38,
201500112,2015,05,11,1,09 , 12 , 17 , 18 , 24,
201500113,2015,05,12,2,20 , 26 , 27 , 38 , 39,
201500114,2015,05,13,3,07 , 09 , 20 , 23 , 33,
201500115,2015,05,14,4,16 , 17 , 31 , 36 , 37,
201500116,2015,05,15,5,06 , 16 , 23 , 28 , 32,
201500117,2015,05,16,6,03 , 04 , 27 , 31 , 34,
201500118,2015,05,18,1,04 , 16 , 25 , 26 , 35,
201500119,2015,05,19,2,01 , 02 , 14 , 16 , 23,
201500120,2015,05,20,3,05 , 06 , 07 , 12 , 27,
201500121,2015,05,21,4,02 , 05 , 22 , 24 , 26,
201500122,2015,05,22,5,16 , 17 , 18 , 27 , 30,
201500123,2015,05,23,6,03 , 23 , 24 , 27 , 33,
201500124,2015,05,25,1,11 , 12 , 23 , 28 , 30,
201500125,2015,05,26,2,09 , 21 , 22 , 35 , 37,
201500126,2015,05,27,3,04 , 06 , 11 , 36 , 37,
201500127,2015,05,28,4,09 , 16 , 18 , 26 , 34,
201500128,2015,05,29,5,08 , 10 , 27 , 35 , 36,
201500129,2015,05,30,6,04 , 17 , 19 , 24 , 37,
201500130,2015,06,01,1,02 , 10 , 20 , 28 , 39,
201500131,2015,06,02,2,02 , 05 , 23 , 32 , 37,
201500132,2015,06,03,3,13 , 18 , 22 , 29 , 32,
201500133,2015,06,04,4,07 , 10 , 18 , 19 , 20,
201500134,2015,06,05,5,05 , 17 , 24 , 29 , 37,
201500135,2015,06,06,6,02 , 06 , 22 , 26 , 39,
201500136,2015,06,08,1,05 , 23 , 28 , 31 , 32,
201500137,2015,06,09,2,21 , 26 , 35 , 38 , 39,
201500138,2015,06,10,3,05 , 29 , 30 , 32 , 34,
201500139,2015,06,11,4,01 , 17 , 20 , 26 , 27,
201500140,2015,06,12,5,10 , 16 , 28 , 30 , 31,
201500141,2015,06,13,6,03 , 04 , 10 , 14 , 18,
201500142,2015,06,15,1,04 , 27 , 35 , 37 , 39,
201500143,2015,06,16,2,01 , 21 , 30 , 38 , 39,
201500144,2015,06,17,3,08 , 13 , 14 , 16 , 30,
201500145,2015,06,18,4,01 , 14 , 23 , 30 , 31,
201500146,2015,06,19,5,11 , 12 , 23 , 24 , 26,
201500147,2015,06,20,6,03 , 13 , 23 , 32 , 33,
201500148,2015,06,22,1,06 , 12 , 14 , 29 , 30,
201500149,2015,06,23,2,10 , 14 , 20 , 26 , 27,
201500150,2015,06,24,3,08 , 14 , 24 , 29 , 39,
201500151,2015,06,25,4,06 , 08 , 19 , 26 , 29,
201500152,2015,06,26,5,01 , 04 , 10 , 33 , 39,
201500153,2015,06,27,6,09 , 12 , 20 , 30 , 39,
201500154,2015,06,29,1,17 , 22 , 25 , 31 , 35,
201500155,2015,06,30,2,07 , 10 , 16 , 26 , 34,
201500156,2015,07,01,3,02 , 03 , 11 , 28 , 38,
201500157,2015,07,02,4,05 , 11 , 18 , 19 , 30,
201500158,2015,07,03,5,09 , 14 , 17 , 25 , 33,
201500159,2015,07,04,6,18 , 23 , 29 , 33 , 36,
201500160,2015,07,06,1,03 , 14 , 24 , 33 , 39,
201500161,2015,07,07,2,05 , 23 , 25 , 28 , 36,
201500162,2015,07,08,3,10 , 12 , 13 , 34 , 38,
201500163,2015,07,09,4,05 , 23 , 27 , 29 , 32,
201500164,2015,07,10,5,01 , 02 , 14 , 15 , 25,
201500165,2015,07,11,6,03 , 06 , 11 , 16 , 23,
201500166,2015,07,13,1,01 , 14 , 16 , 24 , 29,
201500167,2015,07,14,2,08 , 15 , 32 , 33 , 37,
201500168,2015,07,15,3,20 , 26 , 28 , 34 , 39,
201500169,2015,07,16,4,09 , 21 , 26 , 37 , 39,
201500170,2015,07,17,5,03 , 08 , 15 , 23 , 26,
201500171,2015,07,18,6,16 , 21 , 27 , 36 , 38,
201500172,2015,07,20,1,10 , 31 , 35 , 37 , 38,
201500173,2015,07,21,2,03 , 11 , 15 , 18 , 39,
201500174,2015,07,22,3,04 , 14 , 19 , 20 , 37,
201500175,2015,07,23,4,19 , 29 , 30 , 31 , 39,
201500176,2015,07,24,5,05 , 19 , 27 , 28 , 31,
201500177,2015,07,25,6,02 , 09 , 14 , 17 , 26,
201500178,2015,07,27,1,03 , 05 , 09 , 13 , 30,
201500179,2015,07,28,2,11 , 12 , 14 , 29 , 32,
201500180,2015,07,29,3,08 , 21 , 32 , 33 , 35,
201500181,2015,07,30,4,10 , 18 , 25 , 28 , 29,
201500182,2015,07,31,5,14 , 16 , 32 , 36 , 38,
201500183,2015,08,01,6,09 , 10 , 22 , 27 , 32,
201500184,2015,08,03,1,01 , 15 , 20 , 21 , 24,
201500185,2015,08,04,2,05 , 10 , 17 , 29 , 37,
201500186,2015,08,05,3,05 , 10 , 27 , 30 , 31,
201500187,2015,08,06,4,01 , 09 , 18 , 27 , 39,
201500188,2015,08,07,5,02 , 04 , 23 , 25 , 36,
201500189,2015,08,08,6,06 , 10 , 11 , 20 , 39,
201500190,2015,08,10,1,05 , 24 , 26 , 27 , 30,
201500191,2015,08,11,2,05 , 07 , 09 , 13 , 35,
201500192,2015,08,12,3,09 , 11 , 23 , 26 , 32,
201500193,2015,08,13,4,08 , 12 , 13 , 31 , 38,
201500194,2015,08,14,5,04 , 06 , 16 , 17 , 33,
201500195,2015,08,15,6,03 , 10 , 15 , 19 , 31,
201500196,2015,08,17,1,06 , 15 , 28 , 30 , 31,
201500197,2015,08,18,2,04 , 13 , 17 , 30 , 34,
201500198,2015,08,19,3,01 , 04 , 35 , 36 , 39,
201500199,2015,08,20,4,03 , 12 , 15 , 24 , 25,
201500200,2015,08,21,5,17 , 19 , 25 , 28 , 38,
201500201,2015,08,22,6,05 , 11 , 22 , 25 , 28,
201500202,2015,08,24,1,08 , 22 , 25 , 28 , 33,
201500203,2015,08,25,2,04 , 06 , 07 , 30 , 35,
201500204,2015,08,26,3,10 , 17 , 22 , 24 , 30,
201500205,2015,08,27,4,10 , 20 , 22 , 30 , 33,
201500206,2015,08,28,5,04 , 06 , 18 , 20 , 29,
201500207,2015,08,29,6,06 , 26 , 27 , 29 , 36,
201500208,2015,08,31,1,02 , 11 , 33 , 34 , 36,
201500209,2015,09,01,2,17 , 23 , 28 , 29 , 31,
201500210,2015,09,02,3,02 , 12 , 27 , 28 , 31,
201500211,2015,09,03,4,02 , 04 , 06 , 14 , 18,
201500212,2015,09,04,5,07 , 12 , 13 , 24 , 32,
201500213,2015,09,05,6,15 , 16 , 19 , 23 , 36,
201500214,2015,09,07,1,20 , 21 , 23 , 25 , 36,
201500215,2015,09,08,2,08 , 13 , 18 , 34 , 39,
201500216,2015,09,09,3,08 , 13 , 21 , 24 , 38,
201500217,2015,09,10,4,06 , 13 , 18 , 34 , 39,
201500218,2015,09,11,5,03 , 13 , 27 , 34 , 39,
201500219,2015,09,12,6,01 , 10 , 28 , 30 , 34,
201500220,2015,09,14,1,01 , 05 , 07 , 14 , 24,
201500221,2015,09,15,2,02 , 08 , 22 , 25 , 36,
201500222,2015,09,16,3,02 , 03 , 25 , 26 , 39,
201500223,2015,09,17,4,09 , 18 , 25 , 27 , 38,
201500224,2015,09,18,5,01 , 02 , 23 , 27 , 30,
201500225,2015,09,19,6,06 , 18 , 22 , 33 , 37,
201500226,2015,09,21,1,01 , 10 , 18 , 27 , 31,
201500227,2015,09,22,2,02 , 04 , 11 , 22 , 30,
201500228,2015,09,23,3,08 , 09 , 16 , 31 , 33,
201500229,2015,09,24,4,04 , 15 , 18 , 37 , 39,
201500230,2015,09,25,5,02 , 21 , 23 , 35 , 37,
201500231,2015,09,26,6,03 , 08 , 29 , 33 , 38,
201500232,2015,09,28,1,01 , 03 , 25 , 29 , 32,
201500233,2015,09,29,2,05 , 12 , 15 , 29 , 32,
201500234,2015,09,30,3,09 , 19 , 21 , 22 , 36,
201500235,2015,10,01,4,02 , 07 , 19 , 21 , 39,
201500236,2015,10,02,5,01 , 04 , 13 , 20 , 35,
201500237,2015,10,03,6,02 , 13 , 25 , 26 , 31,
201500238,2015,10,05,1,07 , 08 , 14 , 17 , 34,
201500239,2015,10,06,2,03 , 14 , 17 , 19 , 24,
201500240,2015,10,07,3,07 , 11 , 28 , 36 , 38,
201500241,2015,10,08,4,10 , 15 , 33 , 34 , 39,
201500242,2015,10,09,5,07 , 10 , 12 , 26 , 39,
201500243,2015,10,10,6,19 , 27 , 28 , 30 , 39,
201500244,2015,10,12,1,10 , 20 , 25 , 37 , 39,
201500245,2015,10,13,2,08 , 14 , 22 , 31 , 39,
201500246,2015,10,14,3,02 , 04 , 10 , 22 , 36,
201500247,2015,10,15,4,10 , 12 , 20 , 23 , 31,
201500248,2015,10,16,5,22 , 31 , 32 , 33 , 39,
201500249,2015,10,17,6,03 , 19 , 25 , 37 , 39,
201500250,2015,10,19,1,10 , 22 , 24 , 34 , 37,
201500251,2015,10,20,2,01 , 07 , 23 , 25 , 28,
201500252,2015,10,21,3,01 , 06 , 19 , 23 , 25,
201500253,2015,10,22,4,14 , 15 , 22 , 30 , 33,
201500254,2015,10,23,5,08 , 11 , 19 , 23 , 39,
201500255,2015,10,24,6,06 , 15 , 18 , 21 , 37,
201500256,2015,10,26,1,01 , 06 , 15 , 16 , 36,
201500257,2015,10,27,2,09 , 13 , 21 , 28 , 32,
201500258,2015,10,28,3,08 , 12 , 14 , 21 , 39,
201500259,2015,10,29,4,07 , 20 , 24 , 26 , 27,
201500260,2015,10,30,5,04 , 25 , 28 , 29 , 35,
201500261,2015,10,31,6,01 , 04 , 09 , 16 , 31,
201500262,2015,11,02,1,03 , 07 , 22 , 33 , 34,
201500263,2015,11,03,2,04 , 27 , 37 , 38 , 39,
201500264,2015,11,04,3,18 , 19 , 25 , 31 , 37,
201500265,2015,11,05,4,06 , 11 , 23 , 32 , 38,
201500266,2015,11,06,5,03 , 18 , 22 , 27 , 35,
201500267,2015,11,07,6,03 , 13 , 14 , 25 , 37,
201500268,2015,11,09,1,01 , 11 , 17 , 20 , 38,
201500269,2015,11,10,2,02 , 03 , 11 , 31 , 39,
201500270,2015,11,11,3,01 , 06 , 15 , 22 , 33,
201500271,2015,11,12,4,08 , 10 , 11 , 13 , 21,
201500272,2015,11,13,5,09 , 11 , 13 , 26 , 30,
201500273,2015,11,14,6,01 , 05 , 07 , 21 , 29,
201500274,2015,11,16,1,01 , 08 , 15 , 25 , 31,
201500275,2015,11,17,2,10 , 11 , 13 , 23 , 25,
201500276,2015,11,18,3,02 , 11 , 12 , 16 , 31,
201500277,2015,11,19,4,08 , 13 , 27 , 33 , 39,
201500278,2015,11,20,5,03 , 04 , 17 , 32 , 34,
201500279,2015,11,21,6,09 , 12 , 15 , 22 , 35,
201500280,2015,11,23,1,04 , 13 , 22 , 25 , 34,
201500281,2015,11,24,2,03 , 09 , 10 , 35 , 37,
201500282,2015,11,25,3,02 , 06 , 09 , 19 , 22,
201500283,2015,11,26,4,02 , 03 , 10 , 20 , 27,
201500284,2015,11,27,5,13 , 20 , 21 , 30 , 39,
201500285,2015,11,28,6,03 , 10 , 12 , 28 , 37,
201500286,2015,11,30,1,06 , 13 , 15 , 19 , 34,
201500287,2015,12,01,2,04 , 14 , 19 , 20 , 23,
201500288,2015,12,02,3,06 , 08 , 16 , 33 , 37,
201500289,2015,12,03,4,05 , 10 , 12 , 21 , 24,
201500290,2015,12,04,5,06 , 10 , 19 , 28 , 34,
201500291,2015,12,05,6,11 , 12 , 14 , 36 , 38,
201500292,2015,12,07,1,10 , 21 , 30 , 34 , 38,
201500293,2015,12,08,2,14 , 24 , 27 , 36 , 39,
201500294,2015,12,09,3,02 , 16 , 21 , 22 , 23,
201500295,2015,12,10,4,05 , 08 , 32 , 36 , 38,
201500296,2015,12,11,5,10 , 23 , 24 , 26 , 37,
201500297,2015,12,12,6,04 , 07 , 08 , 28 , 39,
201500298,2015,12,14,1,01 , 05 , 17 , 26 , 34,
201500299,2015,12,15,2,07 , 28 , 30 , 36 , 38,
201500300,2015,12,16,3,13 , 18 , 21 , 30 , 36,
201500301,2015,12,17,4,01 , 15 , 26 , 34 , 37,
201500302,2015,12,18,5,04 , 07 , 18 , 30 , 34,
201500303,2015,12,19,6,01 , 13 , 20 , 22 , 32,
201500304,2015,12,21,1,07 , 10 , 14 , 15 , 23,
201500305,2015,12,22,2,04 , 08 , 16 , 31 , 34,
201500306,2015,12,23,3,01 , 03 , 11 , 23 , 39,
201500307,2015,12,24,4,09 , 14 , 21 , 26 , 28,
201500308,2015,12,25,5,16 , 22 , 26 , 30 , 32,
201500309,2015,12,26,6,01 , 08 , 19 , 20 , 24,
201500310,2015,12,28,1,03 , 05 , 23 , 34 , 37,
201500311,2015,12,29,2,10 , 17 , 22 , 38 , 39,
201500312,2015,12,30,3,09 , 14 , 26 , 34 , 35,
201500313,2015,12,31,4,07 , 18 , 22 , 35 , 38,
201600001,2016,01,01,5,01 , 02 , 14 , 15 , 16,
201600002,2016,01,02,6,09 , 17 , 25 , 28 , 29,
201600003,2016,01,04,1,03 , 06 , 07 , 12 , 15,
201600004,2016,01,05,2,19 , 20 , 24 , 36 , 37,
201600005,2016,01,06,3,03 , 05 , 25 , 31 , 36,
201600006,2016,01,07,4,02 , 04 , 08 , 09 , 23,
201600007,2016,01,08,5,06 , 10 , 25 , 28 , 31,
201600008,2016,01,09,6,05 , 07 , 16 , 18 , 29,
201600009,2016,01,11,1,09 , 14 , 24 , 25 , 38,
201600010,2016,01,12,2,04 , 17 , 23 , 31 , 39,
201600011,2016,01,13,3,02 , 13 , 20 , 24 , 39,
201600012,2016,01,14,4,06 , 11 , 23 , 24 , 35,
201600013,2016,01,15,5,01 , 04 , 05 , 08 , 37,
201600014,2016,01,16,6,05 , 20 , 26 , 31 , 36,
201600015,2016,01,18,1,04 , 12 , 16 , 18 , 23,
201600016,2016,01,19,2,04 , 05 , 08 , 21 , 34,
201600017,2016,01,20,3,12 , 16 , 18 , 21 , 24,
201600018,2016,01,21,4,01 , 08 , 16 , 21 , 37,
201600019,2016,01,22,5,03 , 18 , 27 , 31 , 35,
201600020,2016,01,23,6,06 , 09 , 10 , 18 , 37,
201600021,2016,01,25,1,11 , 16 , 23 , 29 , 30,
201600022,2016,01,26,2,07 , 09 , 18 , 19 , 33,
201600023,2016,01,27,3,04 , 09 , 10 , 19 , 36,
201600024,2016,01,28,4,05 , 07 , 13 , 27 , 29,
201600025,2016,01,29,5,06 , 08 , 20 , 29 , 32,
201600026,2016,01,30,6,04 , 05 , 20 , 21 , 29,
201600027,2016,02,01,1,15 , 17 , 21 , 23 , 35,
201600028,2016,02,02,2,02 , 06 , 15 , 20 , 38,
201600029,2016,02,03,3,06 , 07 , 17 , 35 , 39,
201600030,2016,02,04,4,17 , 18 , 26 , 29 , 36,
201600031,2016,02,05,5,15 , 31 , 32 , 34 , 35,
201600032,2016,02,06,6,01 , 13 , 20 , 37 , 39,
201600033,2016,02,08,1,08 , 21 , 24 , 28 , 33,
201600034,2016,02,09,2,02 , 10 , 34 , 35 , 38,
201600035,2016,02,10,3,07 , 08 , 12 , 35 , 36,
201600036,2016,02,11,4,11 , 17 , 27 , 30 , 33,
201600037,2016,02,12,5,10 , 14 , 17 , 30 , 39,
201600038,2016,02,13,6,01 , 02 , 15 , 17 , 25,
201600039,2016,02,15,1,05 , 06 , 30 , 33 , 39,
201600040,2016,02,16,2,25 , 30 , 33 , 34 , 35,
201600041,2016,02,17,3,06 , 16 , 20 , 34 , 37,
201600042,2016,02,18,4,18 , 22 , 27 , 36 , 38,
201600043,2016,02,19,5,02 , 03 , 08 , 25 , 32,
201600044,2016,02,20,6,01 , 03 , 04 , 27 , 38,
201600045,2016,02,22,1,14 , 17 , 33 , 34 , 36,
201600046,2016,02,23,2,02 , 17 , 27 , 28 , 31,
201600047,2016,02,24,3,10 , 12 , 20 , 23 , 35,
201600048,2016,02,25,4,14 , 20 , 34 , 36 , 37,
